Accession,Description,X..Unique.Peptides,X126.127_N_norm_log2,X126.127_C_norm_log2,X126.128_N_norm_log2,X126.128_C_norm_log2,X126.129_N_norm_log2,X126.129_C_norm_log2,X126.130_N_norm_log2,X126.130_C_norm_log2,X126.131_norm_log2
P11234,Ras-related protein Ral-B OS=Homo sapiens GN=RALB PE=1 SV=1 - [RALB_HUMAN],3,0.38505235,-0.145654365,-0.308885057,-0.023332504,0.471592946,0.329435632,0.159735781,0.437580068,0.222579263
O95292,Vesicle-associated membrane protein-associated protein B/C OS=Homo sapiens GN=VAPB PE=1 SV=3 - [VAPB_HUMAN],7,-0.003046876,-0.073903362,-0.060957544,0.003852325,0.165374934,0.102877181,0.040949628,-0.019058336,0.221457852
P42766,60S ribosomal protein L35 OS=Homo sapiens GN=RPL35 PE=1 SV=2 - [RL35_HUMAN],6,-0.241284822,0.185237128,0.191916996,0.024858184,0.0116347,0.018696094,0.03285216,-0.093866923,0.221457852
P06737,"Glycogen phosphorylase, liver form OS=Homo sapiens GN=PYGL PE=1 SV=4 - [PYGL_HUMAN]",6,-0.120558924,-0.018591688,0.353320442,-0.053039011,-0.002923395,-0.051074185,0.040949628,-0.054010935,0.219212412
P78347,General transcription factor II-I OS=Homo sapiens GN=GTF2I PE=1 SV=2 - [GTF2I_HUMAN],2,0.363922184,-0.276023388,-0.927601685,-0.229481846,0.251305113,0.187932951,0.062323279,0.126792531,0.218088379
P11413,Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens GN=G6PD PE=1 SV=4 - [G6PD_HUMAN],7,0.430928872,-0.064214305,-0.107251196,-0.029225072,0.183489729,-0.009439696,0.101564911,0.11285334,0.218088379
Q9UM54,Unconventional myosin-VI OS=Homo sapiens GN=MYO6 PE=1 SV=4 - [MYO6_HUMAN],10,-0.10084069,-0.131420472,0.020238539,0.024858184,0.211504105,0.099953785,0.096393955,-0.003791579,0.218088379
P27816,Microtubule-associated protein 4 OS=Homo sapiens GN=MAP4 PE=1 SV=3 - [MAP4_HUMAN],4,0.684903939,-0.033639491,0.062673805,0.150073066,0.553469953,0.574470127,0.407402338,0.759508163,0.216963471
Q9UKV3,Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens GN=ACIN1 PE=1 SV=2 - [ACINU_HUMAN],7,0.201369171,0.054379366,0.068238692,-0.057046499,0.28764696,0.239318337,0.159735781,0.187904045,0.216963471
O14980,Exportin-1 OS=Homo sapiens GN=XPO1 PE=1 SV=1 - [XPO1_HUMAN],10,-0.043253198,0.110210083,0.142655776,0.102361718,0.234027122,0.182415946,0.159735781,0.03737761,0.216963471
Q9BQ61,Uncharacterized protein C19orf43 OS=Homo sapiens GN=C19orf43 PE=1 SV=1 - [CS043_HUMAN],2,0.471006311,-0.03174991,-0.245382115,-0.005797845,0.346253517,0.5360529,0.308015788,0.324198269,0.215837685
O15144,Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens GN=ARPC2 PE=1 SV=1 - [ARPC2_HUMAN],12,-0.09758036,0.225292312,0.255493111,0.184424571,0.13378181,0.067399285,0.119518681,-0.057947349,0.215837685
O60716,Catenin delta-1 OS=Homo sapiens GN=CTNND1 PE=1 SV=1 - [CTND1_HUMAN],18,-0.133855747,-0.03932313,0.075164749,0.053018382,0.074000581,-0.006286263,0.040949628,-0.093866923,0.215837685
O60271,C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens GN=SPAG9 PE=1 SV=4 - [JIP4_HUMAN],6,-0.318887641,-0.168309571,0,-0.009676059,-0.147467332,-0.124390862,0.024708987,-0.189942895,0.213583473
Q9UN86,Ras GTPase-activating protein-binding protein 2 OS=Homo sapiens GN=G3BP2 PE=1 SV=2 - [G3BP2_HUMAN],2,0.147430364,0.923177187,0.166199826,-0.007735649,0.162768439,0.260418458,0.027428489,0.130256386,0.212455045
Q9UHV9,Prefoldin subunit 2 OS=Homo sapiens GN=PFDN2 PE=1 SV=1 - [PFD2_HUMAN],2,0.681112359,0.308193341,0.273670946,0.266886731,0.691877705,0.520832163,0.519824871,0.801392244,0.211325734
P62258,14-3-3 protein epsilon OS=Homo sapiens GN=YWHAE PE=1 SV=1 - [1433E_HUMAN],2,0.041994089,0.334801176,0.297557171,0.265282846,0.149664851,0.209792385,0.377872461,0.210987658,0.210195538
Q8TBC4,NEDD8-activating enzyme E1 catalytic subunit OS=Homo sapiens GN=UBA3 PE=1 SV=2 - [UBA3_HUMAN],3,0.998477367,-0.083657929,0.064067041,0.266886731,0.369045382,0.525197356,0.578486783,0.827232249,0.209064456
P46782,40S ribosomal protein S5 OS=Homo sapiens GN=RPS5 PE=1 SV=4 - [RS5_HUMAN],11,-0.255748052,-0.046936314,-0.0777599,0.045562577,0.023176322,-0.044590151,-0.047859639,-0.168505724,0.207932487
Q9Y4F1,"FERM, RhoGEF and pleckstrin domain-containing protein 1 OS=Homo sapiens GN=FARP1 PE=1 SV=1 - [FARP1_HUMAN]",2,-0.143909411,-0.054589886,-0.014631921,0.01725503,0.071223497,0.196169101,0.091204399,-0.114215569,0.204531239
P09211,Glutathione S-transferase P OS=Homo sapiens GN=GSTP1 PE=1 SV=2 - [GSTP1_HUMAN],17,-0.081388327,0.038279688,0.008708447,0.060435854,0.165374934,0.126053503,0.088602604,-0.038371811,0.203395706
P80303,Nucleobindin-2 OS=Homo sapiens GN=NUCB2 PE=1 SV=2 - [NUCB2_HUMAN],7,-0.107383535,0.068540903,0.215930871,0.054876329,0.005829079,0.055376757,-0.176516622,-0.046170181,0.203395706
P52209,"6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens GN=PGD PE=1 SV=3 - [6PGD_HUMAN]",4,0.681112359,0.420108489,0.253052002,0.346407071,0.4266722,0.361524269,0.452618704,0.621109667,0.202259278
P33176,Kinesin-1 heavy chain OS=Homo sapiens GN=KIF5B PE=1 SV=1 - [KINH_HUMAN],2,0.219781208,0.007370106,-0.146997375,0.197939378,0.248849462,0.326937458,0.091204399,0.315096061,0.202259278
Q13409,Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens GN=DYNC1I2 PE=1 SV=3 - [DC1I2_HUMAN],6,0.108436232,0.032872955,-0.023482839,0.032421478,0.196291011,0.23665899,0.116967495,0.144029236,0.202259278
Q8IX12,Cell division cycle and apoptosis regulator protein 1 OS=Homo sapiens GN=CCAR1 PE=1 SV=2 - [CCAR1_HUMAN],6,-0.198745277,0.118741716,-0.280315905,0.019159578,0.479992941,0.225972312,-0.013912307,-0.077792161,0.202259278
Q14839,Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens GN=CHD4 PE=1 SV=2 - [CHD4_HUMAN],4,-0.216317907,0.029257176,0.16879227,0.019159578,-0.109163443,-0.038135129,-0.059355278,-0.110122814,0.202259278
Q9UBQ5,Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens GN=EIF3K PE=1 SV=1 - [EIF3K_HUMAN],8,-0.181384117,0.108497685,0.191916996,0.078814383,-0.09661819,-0.169533018,-0.036454876,-0.242730309,0.202259278
P12956,X-ray repair cross-complementing protein 6 OS=Homo sapiens GN=XRCC6 PE=1 SV=2 - [XRCC6_HUMAN],7,-0.191775723,-0.168309571,-0.085462507,-0.043068722,0.136441156,0.099953785,0.051676035,-0.251719093,0.202259278
P51149,Ras-related protein Rab-7a OS=Homo sapiens GN=RAB7A PE=1 SV=1 - [RAB7A_HUMAN],3,-0.433416029,0.009206764,0.05428602,0.022961148,-0.311742611,-0.329790213,-0.103298625,-0.579293751,0.202259278
Q9NZM1,Myoferlin OS=Homo sapiens GN=MYOF PE=1 SV=1 - [MYOF_HUMAN],11,0.222392421,-0.073903362,-0.020526495,-0.011619083,0.18862388,0.233994733,0.181874758,0.204429942,0.201121955
Q9Y2D5,A-kinase anchor protein 2 OS=Homo sapiens GN=AKAP2 PE=1 SV=3 - [AKAP2_HUMAN],3,0.068358793,-0.105353,-0.08083601,-0.099811234,0.13909561,0.215205881,0.104143455,0.174545662,0.201121955
P35269,General transcription factor IIF subunit 1 OS=Homo sapiens GN=GTF2F1 PE=1 SV=2 - [T2FA_HUMAN],2,0.424139706,-0.219009782,-0.257512956,-0.07318871,0.346253517,0.314381286,0.248656037,0.34521605,0.199983734
Q6YP21,Kynurenine--oxoglutarate transaminase 3 OS=Homo sapiens GN=CCBL2 PE=1 SV=1 - [KAT3_HUMAN],2,0.1168813,-0.011126238,-0.035369168,0.069654384,0.028912692,-0.104023065,0.078148246,-0.011404763,0.199983734
P46776,60S ribosomal protein L27a OS=Homo sapiens GN=RPL27A PE=1 SV=2 - [RL27A_HUMAN],2,0.473200525,0.223711276,0.223431902,0.039945328,0.387023123,0.37367847,0.09898175,0.516465232,0.198844614
P61927,60S ribosomal protein L37 OS=Homo sapiens GN=RPL37 PE=1 SV=2 - [RL37_HUMAN],4,-0.012226302,0.175456107,0.222184435,0.120217082,0.265951889,0.198904068,0.075522777,0.026265655,0.198844614
Q9NR12,PDZ and LIM domain protein 7 OS=Homo sapiens GN=PDLIM7 PE=1 SV=1 - [PDLI7_HUMAN],8,-0.09758036,0.120442005,0.107954685,0.04369259,0.11502785,0.120294234,0.11185155,0.007553394,0.198844614
P04156,Major prion protein OS=Homo sapiens GN=PRNP PE=1 SV=1 - [PRIO_HUMAN],19,0.158380663,0.003689759,-0.094760252,0.073325366,0.216539695,0.15168943,0.101564911,0.133711945,0.197704594
Q96HC4,PDZ and LIM domain protein 5 OS=Homo sapiens GN=PDLIM5 PE=1 SV=5 - [PDLI5_HUMAN],5,0.012123559,0.300714346,0.194463678,0.095157233,0.265951889,0.162938571,0.21565177,0.003781641,0.197704594
P18085,ADP-ribosylation factor 4 OS=Homo sapiens GN=ARF4 PE=1 SV=3 - [ARF4_HUMAN],3,-0.074962058,-0.03174991,-0.060957544,-0.013564728,0.037474705,0.140351886,0.070257461,-0.093866923,0.197704594
P05455,Lupus La protein OS=Homo sapiens GN=SSB PE=1 SV=2 - [LA_HUMAN],2,-1.127192016,0.084308219,0.368059302,-0.031194622,-0.599639077,-0.62632153,-0.250352503,-1.097913757,0.197704594
Q9P0K7,Ankycorbin OS=Homo sapiens GN=RAI14 PE=1 SV=2 - [RAI14_HUMAN],7,-0.548893246,0.207804885,0.175253074,0.047430144,-0.023554728,-0.190854022,-0.036454876,-0.475615105,0.196563673
P07195,L-lactate dehydrogenase B chain OS=Homo sapiens GN=LDHB PE=1 SV=2 - [LDHB_HUMAN],6,0.344876428,0.437945174,0.410298383,0.349437944,0.154920577,0.215205881,0.088602604,0.342232191,0.193135485
Q9UBI6,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Homo sapiens GN=GNG12 PE=1 SV=3 - [GBG12_HUMAN],3,0.082800305,-0.099403734,-0.187869656,-0.005797845,0.1123287,0.22059914,0.220413144,0.095237797,0.191990943
O94832,Unconventional myosin-Id OS=Homo sapiens GN=MYO1D PE=1 SV=2 - [MYO1D_HUMAN],5,0.245683071,0.15735017,0.113347943,0.211328755,0.384788119,0.402437462,0.334609998,0.274975753,0.190845492
Q07955,Serine/arginine-rich splicing factor 1 OS=Homo sapiens GN=SRSF1 PE=1 SV=2 - [SRSF1_HUMAN],9,-0.049539461,0.132288248,-0.06247697,0.116663644,0.180915785,0.027954062,0.0490019,0.026265655,0.189699131
P22695,"Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens GN=UQCRC2 PE=1 SV=3 - [QCR2_HUMAN]",6,-0.084612228,0.185237128,0.080681754,0.062284278,-0.02058927,0.114511881,0.0463228,-0.077792161,0.189699131
P08559,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Homo sapiens GN=PDHA1 PE=1 SV=3 - [ODPA_HUMAN]",3,0,0.323036014,0.399302179,0.151810207,0.136441156,0.215205881,0.09898175,0.174545662,0.188551859
P48739,Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens GN=PITPNB PE=1 SV=2 - [PIPNB_HUMAN],2,-0.087843349,0.409021441,0.296372206,0.329622487,0.08505577,0.015596855,-0.002771749,0.052061656,0.188551859
Q15417,Calponin-3 OS=Homo sapiens GN=CNN3 PE=1 SV=1 - [CNN3_HUMAN],7,-0.147276262,-0.083657929,-0.12619276,-0.057046499,-0.050521776,-0.03170886,-0.088501623,-0.126563961,0.188551859
P78527,DNA-dependent protein kinase catalytic subunit OS=Homo sapiens GN=PRKDC PE=1 SV=3 - [PRKDC_HUMAN],3,-0.223407332,0.061477511,0.043025904,0.028644787,0.068441056,0.094089163,0.0490019,-0.181329765,0.188551859
P06730,Eukaryotic translation initiation factor 4E OS=Homo sapiens GN=EIF4E PE=1 SV=2 - [IF4E_HUMAN],6,-0.147276262,0.117039421,0.099826804,0.021061616,0.191184121,0.085247287,0,-0.081794091,0.187403673
Q9UNS2,COP9 signalosome complex subunit 3 OS=Homo sapiens GN=COPS3 PE=1 SV=3 - [CSN3_HUMAN],3,-0.557826371,0.228449195,0.095745627,-0.007735649,-0.251399705,-0.279436013,0.016519589,-0.625279956,0.186254573
P07384,Calpain-1 catalytic subunit OS=Homo sapiens GN=CAPN1 PE=1 SV=1 - [CAN1_HUMAN],2,0.373351596,-0.291766124,-0.127782507,-0.055041364,0.219050914,0.341862022,-0.027960081,0.015067448,0.185104557
Q13435,Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2 - [SF3B2_HUMAN],3,-0.117253779,0.191721162,0.198275292,-0.191543363,0.034626343,0.064403033,-0.062243557,-0.057947349,0.185104557
Q15942,Zyxin OS=Homo sapiens GN=ZYX PE=1 SV=1 - [ZYX_HUMAN],3,0.119685373,-0.087578298,-0.299896274,-0.108102607,0.104200819,-0.176605067,0.078148246,-0.126563961,0.185104557
Q15819,Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens GN=UBE2V2 PE=1 SV=4 - [UB2V2_HUMAN],3,0.419595781,0.308193341,-0.458885798,0.086100737,0.465260697,0.346802764,0.280922127,0.462526425,0.183953624
P05114,Non-histone chromosomal protein HMG-14 OS=Homo sapiens GN=HMGN1 PE=1 SV=3 - [HMGN1_HUMAN],10,0.088536675,-0.018591688,-0.060957544,0.095157233,0.186059089,0.15168943,0.072892521,0.123320339,0.183953624
Q13885,Tubulin beta-2A chain OS=Homo sapiens GN=TUBB2A PE=1 SV=1 - [TBB2A_HUMAN],2,0.980079306,0.780990218,0.21843555,0.293883464,0.627172015,0.465122731,0.440426843,0.492442003,0.182801771
P24844,Myosin regulatory light polypeptide 9 OS=Homo sapiens GN=MYL9 PE=1 SV=4 - [MYL9_HUMAN],5,0.144679753,-0.155908104,0.141336438,-0.023332504,0.258647089,0.190683562,0.172077131,0.105832912,0.182801771
Q9H4L5,Oxysterol-binding protein-related protein 3 OS=Homo sapiens GN=OSBPL3 PE=1 SV=1 - [OSBL3_HUMAN],3,0.255914994,0.589266303,0.500529387,0.20129839,0.304298201,-0.025311089,0.013779427,0.01880985,0.182801771
P04843,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens GN=RPN1 PE=1 SV=1 - [RPN1_HUMAN],16,0.053771256,-0.073903362,-0.016103308,0.032421478,0.106915204,0.114511881,0.09380151,0.073811239,0.181648999
Q7L576,Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens GN=CYFIP1 PE=1 SV=1 - [CYFP1_HUMAN],6,0.130847479,-0.052672683,0.134721594,0.104157231,0.08505577,0.070389328,-0.036454876,0.062977433,0.181648999
Q96GK7,Fumarylacetoacetate hydrolase domain-containing protein 2A OS=Homo sapiens GN=FAHD2A PE=1 SV=1 - [FAH2A_HUMAN],14,-0.078171614,0.050817154,0.052883302,0.13258564,0.16797673,0.146031795,0.101564911,0.052061656,0.181648999
P63220,40S ribosomal protein S21 OS=Homo sapiens GN=RPS21 PE=1 SV=1 - [RS21_HUMAN],10,0.263541593,0.173819471,-0.010226742,0.089730161,0.301931186,0.187932951,0.208480114,0.015067448,0.181648999
P25205,DNA replication licensing factor MCM3 OS=Homo sapiens GN=MCM3 PE=1 SV=3 - [MCM3_HUMAN],17,-0.062194762,0.113628793,0.005811468,0.093350476,0.216539695,0.120294234,0.091204399,0.007553394,0.181648999
P52597,Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens GN=HNRNPF PE=1 SV=3 - [HNRPF_HUMAN],2,-0.177936815,-0.18921856,-0.298105219,-0.097745815,0.065653239,-0.093945992,-0.068037521,-0.026752728,0.181648999
P04264,"Keratin, type II cytoskeletal 1 OS=Homo sapiens GN=KRT1 PE=1 SV=6 - [K2C1_HUMAN]",7,0.044947406,-0.666664233,1.193827429,1.045562577,1.028912692,0.185177085,0.921766712,-0.13901896,0.180495304
O00429,Dynamin-1-like protein OS=Homo sapiens GN=DNM1L PE=1 SV=2 - [DNM1L_HUMAN],2,-0.021464509,0.123836584,-0.008761333,0.056731885,-0.147467332,0.009378332,0.01103405,0.055709433,0.179340686
Q7KZF4,Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=1 SV=1 - [SND1_HUMAN],4,0.053771256,0.250356048,0.051479219,0.056731885,0.178337241,0.111611991,0.122065363,0.150866666,0.178185143
P33991,DNA replication licensing factor MCM4 OS=Homo sapiens GN=MCM4 PE=1 SV=5 - [MCM4_HUMAN],4,-0.074962058,-0.011126238,0.145290836,0,-0.081088492,0.070389328,0.008283439,-0.101971973,0.178185143
P06753,Tropomyosin alpha-3 chain OS=Homo sapiens GN=TPM3 PE=1 SV=2 - [TPM3_HUMAN],3,-0.157424218,0.165608321,0.122737902,0.093350476,-0.093498848,0.079322453,0.088602604,-0.202959781,0.178185143
O00232,26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens GN=PSMD12 PE=1 SV=3 - [PSD12_HUMAN],2,0.201369171,0.264265374,0.198275292,0.282828275,0.246389623,0.281214422,0.267182071,0.210987658,0.177028674
P04424,Argininosuccinate lyase OS=Homo sapiens GN=ASL PE=1 SV=4 - [ARLY_HUMAN],2,-0.062194762,0.130601872,0.283272945,0.153545258,0.076772331,0.148863386,0.0463228,0.011315313,0.177028674
P54577,"Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=YARS PE=1 SV=4 - [SYYC_HUMAN]",3,-0.198745277,-0.125362961,-0.054895791,-0.135383472,0.068441056,-0.006286263,-0.059355278,-0.026752728,0.177028674
P23528,Cofilin-1 OS=Homo sapiens GN=CFL1 PE=1 SV=3 - [COF1_HUMAN],3,-0.252118628,-0.011126238,0.369186848,-0.005797845,0.002917483,0.027954062,-0.062243557,-0.134855335,0.177028674
Q9BUF5,Tubulin beta-6 chain OS=Homo sapiens GN=TUBB6 PE=1 SV=1 - [TBB6_HUMAN],3,-0.322689211,0.228449195,0.222184435,0.053018382,-0.044485386,-0.097297201,-0.100327059,-0.269866439,0.177028674
Q04637,Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=1 SV=4 - [IF4G1_HUMAN],2,0.039034713,0.140690689,-0.129374007,-0.071161029,0.243925583,0.171318237,0.11185155,0.098778154,0.175871277
P61225,Ras-related protein Rap-2b OS=Homo sapiens GN=RAP2B PE=1 SV=1 - [RAP2B_HUMAN],5,0.085671341,0.201392897,-0.097872864,0.067815384,0.393707436,0.268252115,0.024708987,0,0.175871277
P09874,Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4 - [PARP1_HUMAN],7,0.044947406,-0.041222663,-0.060957544,-0.043068722,0.08505577,0.105794664,0.075522777,0.11285334,0.174712951
P62899,60S ribosomal protein L31 OS=Homo sapiens GN=RPL31 PE=1 SV=1 - [RL31_HUMAN],3,-0.018378529,0.111920451,0.109304891,0.111317023,0.238984842,0.263034406,0.083384894,-0.034488376,0.174712951
P53355,Death-associated protein kinase 1 OS=Homo sapiens GN=DAPK1 PE=1 SV=6 - [DAPK1_HUMAN],4,0.082800305,0.027445882,0.064067041,0,-0.026526295,0.003132889,-0.118248967,-0.151582421,0.174712951
Q96A00,Protein phosphatase 1 regulatory subunit 14A OS=Homo sapiens GN=PPP1R14A PE=1 SV=1 - [PP14A_HUMAN],10,0.686795998,-0.018591688,0.010154758,0.08246216,0.668181612,0.668237545,0.332412442,0.445943541,0.173553695
P62312,U6 snRNA-associated Sm-like protein LSm6 OS=Homo sapiens GN=LSM6 PE=1 SV=1 - [LSM6_HUMAN],4,0.039034713,0.206204558,-0.177954188,0.026752728,0.160157225,0.046293652,0.016519589,0.077404504,0.173553695
P11586,"C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens GN=MTHFD1 PE=1 SV=3 - [C1TC_HUMAN]",5,0.430928872,0.362364816,0.365801563,0.2278926,0.299560282,0.28636691,0.448566187,0.368867318,0.172393505
P47914,60S ribosomal protein L29 OS=Homo sapiens GN=RPL29 PE=1 SV=2 - [RL29_HUMAN],2,0.39665897,-0.172467196,-0.186212339,0.150073066,0.323095796,0.24726709,0.255631208,0.321170576,0.172393505
Q96CT7,Coiled-coil domain-containing protein 124 OS=Homo sapiens GN=CCDC124 PE=1 SV=1 - [CC124_HUMAN],11,-0.373043411,0.096453649,0.292811459,0.089730161,-0.068783982,0.031026896,-0.030786125,-0.288244969,0.172393505
P10515,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Homo sapiens GN=DLAT PE=1 SV=3 - [ODP2_HUMAN]",2,1.326789751,-0.00740795,0.087548474,0.540568381,0.752072487,1.144613913,0.194028958,2.250516022,0.171232383
Q7Z2K8,G protein-regulated inducer of neurite outgrowth 1 OS=Homo sapiens GN=GPRIN1 PE=2 SV=2 - [GRIN1_HUMAN],3,0.024146087,-0.045029248,0.015925546,0.206322289,0.136441156,0.131789873,0.132207373,0.033683126,0.171232383
Q15437,Protein transport protein Sec23B OS=Homo sapiens GN=SEC23B PE=1 SV=2 - [SC23B_HUMAN],3,-0.068564286,0.077321789,0.149234424,0.036188308,-0.068783982,-0.054327162,-0.027960081,-0.061894534,0.171232383
O95810,Serum deprivation-response protein OS=Homo sapiens GN=SDPR PE=1 SV=3 - [SDPR_HUMAN],9,0.166539187,-0.153851518,-0.153459626,0.036188308,0.265951889,0.123176742,0.024708987,0.17118665,0.170070325
P49321,Nuclear autoantigenic sperm protein OS=Homo sapiens GN=NASP PE=1 SV=2 - [NASP_HUMAN],11,-0.015299136,0.211000224,0.125409561,0.125530882,0.183489729,0.190683562,0.12714528,0.084564295,0.170070325
P62328,Thymosin beta-4 OS=Homo sapiens GN=TMSB4X PE=1 SV=2 - [TYB4_HUMAN],3,0.059623983,-0.240672277,-0.289183143,0.121990524,-0.062670858,0.00625899,0.016519589,0.044738315,0.170070325
Q92734,Protein TFG OS=Homo sapiens GN=TFG PE=1 SV=2 - [TFG_HUMAN],2,-0.216317907,-0.185012449,0.318721781,0.16906753,-0.27594189,-0.361674274,-0.253650093,-0.177042406,0.166578524
Q9Y678,Coatomer subunit gamma-1 OS=Homo sapiens GN=COPG1 PE=1 SV=1 - [COPG1_HUMAN],4,-0.801280408,0.373814837,0.420123813,0.214656773,-0.635484276,-0.519060564,-0.15169545,-0.7470987,0.166578524
P50502,Hsc70-interacting protein OS=Homo sapiens GN=ST13 PE=1 SV=2 - [F10A1_HUMAN],7,-0.074962058,0.113628793,0.014485012,0.056731885,0.128448365,-0.047828525,-0.094402225,-0.057947349,0.164245952
Q86UP2,Kinectin OS=Homo sapiens GN=KTN1 PE=1 SV=1 - [KTN1_HUMAN],2,-0.084612228,0.268872175,0.185530553,0.047430144,0.162768439,-0.006286263,0.137251766,-0.198607756,0.164245952
Q15029,116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens GN=EFTUD2 PE=1 SV=1 - [U5S1_HUMAN],3,-0.281412935,0.186860871,0.357871534,0.148333832,-0.011729293,-0.187278568,-0.068037521,-0.220500362,0.164245952
Q9NZB2,Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens GN=FAM120A PE=1 SV=2 - [F120A_HUMAN],3,-0.376990595,0.198176184,0.030252328,0.064130337,-0.206900245,-0.107397791,0,-0.22935128,0.164245952
Q9H773,dCTP pyrophosphatase 1 OS=Homo sapiens GN=DCTPP1 PE=1 SV=1 - [DCTP1_HUMAN],6,-0.607972479,0.092993947,0.184249865,-0.011619083,-0.416985771,-0.349635024,-0.198591075,-0.529253068,0.164245952
Q9Y4L1,Hypoxia up-regulated protein 1 OS=Homo sapiens GN=HYOU1 PE=1 SV=1 - [HYOU1_HUMAN],7,0.352048083,0.020177882,0.099826804,-0.023332504,0.292424101,0.349266803,0.139767364,0.324198269,0.163078251
O75822,Eukaryotic translation initiation factor 3 subunit J OS=Homo sapiens GN=EIF3J PE=1 SV=2 - [EIF3J_HUMAN],3,0.457770484,-0.037426095,-0.129374007,0.009611595,0.409184773,0.388129626,0.283199468,0.32721962,0.160740009
Q562R1,Beta-actin-like protein 2 OS=Homo sapiens GN=ACTBL2 PE=1 SV=2 - [ACTBL_HUMAN],4,-0.068564286,0.196565134,0.392664,0.217977131,0.104200819,0.076350886,0.091204399,-0.011404763,0.160740009
Q9H444,Charged multivesicular body protein 4b OS=Homo sapiens GN=CHMP4B PE=1 SV=1 - [CHM4B_HUMAN],2,-0.769802176,0.204602453,0.369186848,0.028644787,-0.526302465,-0.492343225,-0.195416827,-0.691004138,0.160740009
O00425,Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens GN=IGF2BP3 PE=1 SV=2 - [IF2B3_HUMAN],3,0.136396313,-0.0431247,0.082057715,0.054876329,0.106915204,-0.064130337,-0.091448907,0.073811239,0.159569465
P10606,"Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens GN=COX5B PE=1 SV=2 - [COX5B_HUMAN]",6,0.039034713,-0.0431247,-0.16647162,-0.055041364,0.125774231,0.088200604,0.024708987,0.062977433,0.159569465
