Accession,Description,A6..114.115_norm_log2,A6..114.116_norm_log2,A6..114.117_norm_log2,B6..114.115_norm_log2,B6..114.116_norm_log2,B6..114.117_norm_log2,Sum...Unique.Peptides.
P11232,Thioredoxin OS=Rattus norvegicus GN=Txn PE=1 SV=2 - [THIO_RAT],0.111855945,0.223216583,-0.145699664,-0.005862239,0.077167861,-0.192645078,15
Q6P9T8,Tubulin beta-4B chain OS=Rattus norvegicus GN=Tubb4b PE=1 SV=1 - [TBB4B_RAT],-0.019933927,-0.006748335,-0.117156206,-0.16663793,-0.083504828,-0.193686359,7
P07943,Aldose reductase OS=Rattus norvegicus GN=Akr1b1 PE=1 SV=3 - [ALDR_RAT],0.183335334,0.002882509,0.036259344,-0.277853121,-0.22675102,-0.194728392,5
B5DF89,Cullin-3 OS=Rattus norvegicus GN=Cul3 PE=1 SV=2 - [CUL3_RAT],0.169099897,0.042644337,0.078376509,0.05959556,-0.133778034,-0.198904068,3
Q9QZH4,5'-AMP-activated protein kinase subunit beta-2 OS=Rattus norvegicus GN=Prkab2 PE=1 SV=1 - [AAKB2_RAT],-0.195830227,-0.28865194,-0.376854305,-0.017066549,-0.352083498,-0.200996447,4
P61983,14-3-3 protein gamma OS=Rattus norvegicus GN=Ywhag PE=1 SV=2 - [1433G_RAT],-0.155306346,-0.103663559,-0.280192527,-0.451773403,0.342851845,-0.203091865,4
Q68FQ0,T-complex protein 1 subunit epsilon OS=Rattus norvegicus GN=Cct5 PE=1 SV=1 - [TCPE_RAT],-0.0606476,-0.118204885,-0.001184965,-0.473541218,0.157959268,-0.203091865,2
P12001,60S ribosomal protein L18 OS=Rattus norvegicus GN=Rpl18 PE=1 SV=2 - [RL18_RAT],NA,NA,NA,-0.104307408,-0.120537535,-0.203091865,2
F1LM93,Tyrosine-protein kinase Yes OS=Rattus norvegicus GN=Yes1 PE=1 SV=1 - [YES_RAT],-0.097239654,-0.380821784,0.077254226,-0.139318272,-0.272202721,-0.203091865,2
P14942,Glutathione S-transferase alpha-4 OS=Rattus norvegicus GN=Gsta4 PE=1 SV=2 - [GSTA4_RAT],0.170199931,-0.273459385,-0.001184965,0.124360338,-0.388243161,-0.20624071,4
G3V9R8,Heterogeneous nuclear ribonucleoprotein C OS=Rattus norvegicus GN=Hnrnpc PE=1 SV=2 - [HNRPC_RAT],0.07239119,-0.321928095,-0.09168873,-0.039739642,-0.334337948,-0.207291854,4
P18421,Proteasome subunit beta type-1 OS=Rattus norvegicus GN=Psmb1 PE=1 SV=3 - [PSB1_RAT],0.037855364,0.136628898,-0.246077952,0.057910496,-0.034924647,-0.208343764,2
P46462,Transitional endoplasmic reticulum ATPase OS=Rattus norvegicus GN=Vcp PE=1 SV=3 - [TERA_RAT],0.139077414,0.355392211,-0.005934583,0.035823664,0,-0.210449889,6
Q9EPH8,Polyadenylate-binding protein 1 OS=Rattus norvegicus GN=Pabpc1 PE=1 SV=1 - [PABP1_RAT],0.066495412,0.345585619,-0.160185998,-0.152263132,0.25101643,-0.214671384,20
Q9EQX9,Ubiquitin-conjugating enzyme E2 N OS=Rattus norvegicus GN=Ube2n PE=1 SV=1 - [UBE2N_RAT],0.03906012,0,-0.236277948,-0.067058479,-0.053192939,-0.214671384,16
P61149,Fibroblast growth factor 1 OS=Rattus norvegicus GN=Fgf1 PE=1 SV=1 - [FGF1_RAT],0.011092968,-1.087222412,-0.119727855,-0.02181031,-0.51310844,-0.214671384,8
P38650,Cytoplasmic dynein 1 heavy chain 1 OS=Rattus norvegicus GN=Dync1h1 PE=1 SV=1 - [DYHC1_RAT],-0.090636919,-0.051897579,-0.415827368,-0.062163835,-0.137876602,-0.215728691,14
P18265,Glycogen synthase kinase-3 alpha OS=Rattus norvegicus GN=Gsk3a PE=1 SV=1 - [GSK3A_RAT],0.242054668,0.370350303,0.281083043,-0.185808043,-0.51310844,-0.215728691,2
Q497B0,Omega-amidase NIT2 OS=Rattus norvegicus GN=Nit2 PE=1 SV=1 - [NIT2_RAT],-0.191584922,-0.368352432,-0.234883366,-0.071969786,-0.18480613,-0.217845632,13
P04638,Apolipoprotein A-II OS=Rattus norvegicus GN=Apoa2 PE=2 SV=1 - [APOA2_RAT],-0.035067231,-0.23786383,-0.07912162,-0.143835773,-0.412863128,-0.219965684,16
P17702,60S ribosomal protein L28 OS=Rattus norvegicus GN=Rpl28 PE=1 SV=4 - [RL28_RAT],0.004940741,-0.330368458,-0.145699664,-0.06644574,-0.550863362,-0.223151615,13
O35831,Cyclin-dependent kinase 17 OS=Rattus norvegicus GN=Cdk17 PE=1 SV=1 - [CDK17_RAT],-0.107867289,-0.119249181,-0.177495883,-0.101166334,0.073627503,-0.225279484,3
P07872,Peroxisomal acyl-coenzyme A oxidase 1 OS=Rattus norvegicus GN=Acox1 PE=1 SV=1 - [ACOX1_RAT],0.007404781,0.005759269,0.097322951,-0.113138975,-0.673416544,-0.225279484,3
P20069,Mitochondrial-processing peptidase subunit alpha OS=Rattus norvegicus GN=Pmpca PE=1 SV=1 - [MPPA_RAT],-0.634682976,-0.666576266,-0.475511358,-0.267957084,-0.07267595,-0.226344597,2
Q62940,E3 ubiquitin-protein ligase NEDD4 OS=Rattus norvegicus GN=Nedd4 PE=1 SV=1 - [NEDD4_RAT],-0.177523456,-0.027184829,-0.059239203,-0.196494722,-0.078572532,-0.229544661,4
B2RZ37,Receptor expression-enhancing protein 5 OS=Rattus norvegicus GN=Reep5 PE=1 SV=1 - [REEP5_RAT],-0.16498426,-0.056891336,-0.122304097,-0.227667363,-0.027301406,-0.240263098,7
P62630,Elongation factor 1-alpha 1 OS=Rattus norvegicus GN=Eef1a1 PE=2 SV=1 - [EF1A1_RAT],0.174591701,0.220742684,0.078376509,-0.048183534,0.237632533,-0.24457287,5
P04646,60S ribosomal protein L35a OS=Rattus norvegicus GN=Rpl35a PE=3 SV=1 - [RL35A_RAT],-0.340294727,-0.063911764,0.024662054,-0.237979738,0.219324984,-0.24457287,2
P62142,Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Rattus norvegicus GN=Ppp1cb PE=1 SV=3 - [PP1B_RAT],-0.359215589,0.304121598,0.024662054,-0.472729118,0.240003437,-0.246732594,2
Q62920,PDZ and LIM domain protein 5 OS=Rattus norvegicus GN=Pdlim5 PE=1 SV=2 - [PDLI5_RAT],0.029393785,0.259021343,-0.246077952,-0.415427575,-0.030155403,-0.251061764,2
P38718-2,Isoform Short of Mitochondrial pyruvate carrier 2 OS=Rattus norvegicus GN=Mpc2 - [MPC2_RAT],-0.142957954,-0.546526319,-0.239071162,-0.291392961,-0.889625094,-0.251061764,4
P16446,Phosphatidylinositol transfer protein alpha isoform OS=Rattus norvegicus GN=Pitpna PE=1 SV=2 - [PIPNA_RAT],0.074742772,-0.181149439,-0.23070769,-0.22015153,-0.171091193,-0.254317189,11
P48675,Desmin OS=Rattus norvegicus GN=Des PE=1 SV=2 - [DESM_RAT],0.065313359,-0.061902439,-0.049399813,-0.063997381,-0.539975046,-0.254317189,3
Q6RUV5,Ras-related C3 botulinum toxin substrate 1 OS=Rattus norvegicus GN=Rac1 PE=1 SV=1 - [RAC1_RAT],0.461005509,0.926505539,0.968264818,-2.322513248,0.473520797,-0.263034406,3
P17078,60S ribosomal protein L35 OS=Rattus norvegicus GN=Rpl35 PE=1 SV=3 - [RL35_RAT],0.020882285,0.205809537,-0.034765418,-0.345372682,-0.131733108,-0.263034406,10
P55043,GTP-binding protein RAD OS=Rattus norvegicus GN=Rrad PE=2 SV=2 - [RAD_RAT],-0.238984842,-0.093365906,-0.222392421,0.002922211,-0.087462841,-0.26960706,3
B1PRL5,Muscle-related coiled-coil protein OS=Rattus norvegicus GN=Murc PE=1 SV=1 - [MURC_RAT],0.128929459,0.021953441,-0.0816263,-0.179168846,-0.197582849,-0.26960706,11
Q04462,Valine--tRNA ligase OS=Rattus norvegicus GN=Vars PE=2 SV=2 - [SYVC_RAT],0.014771751,0.124328135,0.010621116,-0.364828408,-0.006542846,-0.270705419,4
P28075,Proteasome subunit beta type-5 OS=Rattus norvegicus GN=Psmb5 PE=1 SV=3 - [PSB5_RAT],-0.275960085,-0.417604573,-0.122304097,-0.074431724,-0.145077234,-0.275107238,4
Q5XFW8,Protein SEC13 homolog OS=Rattus norvegicus GN=Sec13 PE=1 SV=1 - [SEC13_RAT],0.150269829,-0.119249181,-0.124884947,-0.07689787,-0.297194914,-0.276209795,9
P63245,Receptor of activated protein C kinase 1 OS=Rattus norvegicus GN=Rack1 PE=1 SV=3 - [RACK1_RAT],-0.201510136,-0.325539348,-0.321040009,-0.147719207,-0.341409996,-0.277313194,11
P84245,Histone H3.3 OS=Rattus norvegicus GN=H3f3b PE=1 SV=2 - [H33_RAT],0.091097385,0.03796785,-0.283072159,-0.040942891,0.081581125,-0.282842887,17
Q06000,Lipoprotein lipase OS=Rattus norvegicus GN=Lpl PE=1 SV=1 - [LIPL_RAT],0.092258508,0.295527126,-0.153583263,-0.081842845,-0.141986847,-0.286170905,26
P62997,Transformer-2 protein homolog beta OS=Rattus norvegicus GN=Tra2b PE=1 SV=1 - [TRA2B_RAT],-0.381608201,-0.480625841,-0.454258809,-0.16795186,-0.170041578,-0.288393856,41
P62909,40S ribosomal protein S3 OS=Rattus norvegicus GN=Rps3 PE=1 SV=1 - [RS3_RAT],0.01599593,0.231432408,-0.135254768,-0.345372682,0.377722305,-0.291734718,2
Q9EQS0,Transaldolase OS=Rattus norvegicus GN=Taldo1 PE=1 SV=2 - [TALDO_RAT],0.175687557,0.175471374,-0.234883366,-0.06338594,0.098229476,-0.29285006,15
Q5XIM9,T-complex protein 1 subunit beta OS=Rattus norvegicus GN=Cct2 PE=1 SV=3 - [TCPB_RAT],-0.043968859,0.099407428,0.015316629,-0.370111628,0.09474049,-0.299560282,2
P48199,C-reactive protein OS=Rattus norvegicus GN=Crp PE=1 SV=1 - [CRP_RAT],-0.16498426,-0.385839859,-0.077870909,-0.420899738,-0.136850868,-0.299560282,3
Q62667,Major vault protein OS=Rattus norvegicus GN=Mvp PE=1 SV=4 - [MVP_RAT],0.004940741,-0.158429363,-0.004745712,-0.080605011,-0.009356032,-0.300681693,3
P08932,T-kininogen 2 OS=Rattus norvegicus PE=1 SV=2 - [KNT2_RAT],NA,NA,NA,-0.231096638,-0.147141176,-0.302927133,2
P05197,Elongation factor 2 OS=Rattus norvegicus GN=Eef2 PE=1 SV=4 - [EF2_RAT],0.087608399,0.18142064,-0.215499455,-0.123936215,0.20321432,-0.30630186,26
P35745,Acylphosphatase-2 OS=Rattus norvegicus GN=Acyp2 PE=1 SV=2 - [ACYP2_RAT],0.110710495,0.203305582,0.083974867,-0.242125416,-0.302935849,-0.30630186,3
Q66X93,Staphylococcal nuclease domain-containing protein 1 OS=Rattus norvegicus GN=Snd1 PE=1 SV=1 - [SND1_RAT],0.224158915,-0.521459558,-0.18825228,0.105451876,-0.63815544,-0.307428525,2
Q91XQ2,Laforin OS=Rattus norvegicus GN=Epm2a PE=2 SV=2 - [EPM2A_RAT],-0.297087796,-0.282789701,-0.277318632,0.005838515,-0.337869639,-0.309684499,2
Q68FP1-2,Isoform 2 of Gelsolin OS=Rattus norvegicus GN=Gsn - [GELS_RAT],0.171299128,-0.062906752,-0.401675477,0.043791231,0.234465254,-0.314207058,3
Q64640,Adenosine kinase OS=Rattus norvegicus GN=Adk PE=1 SV=3 - [ADK_RAT],-0.065818556,-0.308763636,-0.353966014,0.016867016,-0.830385891,-0.323294931,5
P84817-3,Isoform 3 of Mitochondrial fission 1 protein OS=Rattus norvegicus GN=Fis1 - [FIS1_RAT],0.067676497,-0.056891336,-0.166819091,-0.347604229,-0.089445928,-0.326717696,36
Q9R0L4-3,Isoform 3 of Cullin-associated NEDD8-dissociated protein 2 OS=Rattus norvegicus GN=Cand2 - [CAND2_RAT],-0.037604954,0.165215205,-0.118441457,-0.220833172,0.12156198,-0.327860425,3
B2RYW9,Fumarylacetoacetate hydrolase domain-containing protein 2 OS=Rattus norvegicus GN=Fahd2 PE=1 SV=1 - [FAHD2_RAT],-0.138865199,0.150559677,-0.309250812,0.012233708,-0.081529885,-0.327860425,4
A0JPJ7,Obg-like ATPase 1 OS=Rattus norvegicus GN=Ola1 PE=2 SV=1 - [OLA1_RAT],-0.024960744,0.219091058,-0.130060541,-0.002928142,-0.064851144,-0.32900406,12
O09175,Aminopeptidase B OS=Rattus norvegicus GN=Rnpep PE=1 SV=2 - [AMPB_RAT],0.123260708,-0.243545976,-0.098013576,-0.089292233,-0.172141571,-0.330148602,10
Q6MGB5,Estradiol 17-beta-dehydrogenase 8 OS=Rattus norvegicus GN=Hsd17b8 PE=1 SV=1 - [DHB8_RAT],-0.214372287,-0.917751588,-0.446167397,-0.349093847,-0.726434927,-0.330148602,6
Q01986,Dual specificity mitogen-activated protein kinase kinase 1 OS=Rattus norvegicus GN=Map2k1 PE=1 SV=2 - [MP2K1_RAT],-0.208641614,-0.450084446,-0.275883828,-0.324709689,-0.259867127,-0.335884971,2
P05065,Fructose-bisphosphate aldolase A OS=Rattus norvegicus GN=Aldoa PE=1 SV=2 - [ALDOA_RAT],0.018441176,-0.143479021,-0.403241072,-0.014700505,-0.606572795,-0.338185921,8
Q99MZ8,LIM and SH3 domain protein 1 OS=Rattus norvegicus GN=Lasp1 PE=1 SV=1 - [LASP1_RAT],-0.072308423,0.197446064,-0.020277982,-0.402223814,-0.064851144,-0.347426593,11
P70470,Acyl-protein thioesterase 1 OS=Rattus norvegicus GN=Lypla1 PE=1 SV=1 - [LYPA1_RAT],-0.197248109,-0.273459385,-0.119727855,-0.455779779,0.167954885,-0.349746039,3
P04256,Heterogeneous nuclear ribonucleoprotein A1 OS=Rattus norvegicus GN=Hnrnpa1 PE=1 SV=3 - [ROA1_RAT],0.110710495,-0.027184829,0.25452057,-0.471917476,-0.2410081,-0.359061294,4
Q9ESW0,DNA damage-binding protein 1 OS=Rattus norvegicus GN=Ddb1 PE=1 SV=1 - [DDB1_RAT],-0.030005138,-0.108840081,-0.306318504,-0.136100124,-0.336691448,-0.363741574,9
Q9QZ76,Myoglobin OS=Rattus norvegicus GN=Mb PE=1 SV=3 - [MYG_RAT],-0.040147148,-0.477944251,-0.240469801,-0.148367464,-0.485426827,-0.363741574,5
P07150,Annexin A1 OS=Rattus norvegicus GN=Anxa1 PE=1 SV=2 - [ANXA1_RAT],-0.064524078,-0.295718216,-0.372247505,-0.17718303,-0.314486711,-0.368437086,14
Q9JLJ3,4-trimethylaminobutyraldehyde dehydrogenase OS=Rattus norvegicus GN=Aldh9a1 PE=1 SV=1 - [AL9A1_RAT],0.089935327,0.212465581,-0.038410123,-0.538336341,-0.097405644,-0.371968777,5
P23764,Glutathione peroxidase 3 OS=Rattus norvegicus GN=Gpx3 PE=2 SV=2 - [GPX3_RAT],0.118709616,-0.011587974,-0.193660703,-0.116940546,0.191012146,-0.376691188,8
P0C219,Sarcolemmal membrane-associated protein OS=Rattus norvegicus GN=Slmap PE=1 SV=1 - [SLMAP_RAT],-0.017427072,0.100304906,-0.23349013,-0.21947021,0.032276403,-0.386182637,11
Q6IUR5,Neudesin OS=Rattus norvegicus GN=Nenf PE=2 SV=1 - [NENF_RAT],0.23786383,-0.58785078,-0.324002423,-0.04395541,-0.501179796,-0.386182637,16
P48679,Prelamin-A/C OS=Rattus norvegicus GN=Lmna PE=1 SV=1 - [LMNA_RAT],-0.264024588,-0.746615764,-0.433314795,-0.326175842,-0.649813645,-0.386182637,32
Q63797,Proteasome activator complex subunit 1 OS=Rattus norvegicus GN=Psme1 PE=2 SV=1 - [PSME1_RAT],0.026967048,-0.160577829,-0.244673869,-0.167294745,-0.071695525,-0.388565288,2
Q99PD4,Actin-related protein 2/3 complex subunit 1A OS=Rattus norvegicus GN=Arpc1a PE=2 SV=1 - [ARC1A_RAT],0.169099897,-0.637857449,-0.343407822,0.085741125,-0.794357582,-0.389758091,29
P85125,Polymerase I and transcript release factor OS=Rattus norvegicus GN=Ptrf PE=1 SV=1 - [PTRF_RAT],-0.04269383,-0.283960245,-0.278754864,0.087944554,-0.729524211,-0.4101881,2
Q6P7A9,Lysosomal alpha-glucosidase OS=Rattus norvegicus GN=Gaa PE=2 SV=1 - [LYAG_RAT],-0.312370726,-0.633374706,-0.492075203,-0.013518936,-0.481515315,-0.417468326,4
Q6AYH5,Dynactin subunit 2 OS=Rattus norvegicus GN=Dctn2 PE=1 SV=1 - [DCTN2_RAT],-0.147062352,-0.097476151,0.018828261,-0.354319656,-0.20616396,-0.421122262,3
P27791,cAMP-dependent protein kinase catalytic subunit alpha OS=Rattus norvegicus GN=Prkaca PE=1 SV=2 - [KAPCA_RAT],0.126664631,0.544650237,0.293700032,-0.593764816,0.102578877,-0.423563371,5
P12711,Alcohol dehydrogenase class-3 OS=Rattus norvegicus GN=Adh5 PE=1 SV=2 - [ADHX_RAT],-0.038875491,0.049166057,-0.108191361,0.007585472,-0.383369187,-0.434599766,4
Q62868,Rho-associated protein kinase 2 OS=Rattus norvegicus GN=Rock2 PE=1 SV=2 - [ROCK2_RAT],-0.006199816,0.204140717,0.08173813,-0.295695236,0.011147731,-0.43583126,4
P52303-2,Isoform B of AP-1 complex subunit beta-1 OS=Rattus norvegicus GN=Ap1b1 - [AP1B1_RAT],0.249359469,0.325770161,-0.121015401,-0.118209965,-0.003735135,-0.437063806,10
Q58FK9,Kynurenine--oxoglutarate transaminase 3 OS=Rattus norvegicus GN=Ccbl2 PE=2 SV=1 - [KAT3_RAT],-0.176124818,-0.559224939,-0.584962501,-0.302894328,-0.402964667,-0.439532061,6
P20059,Hemopexin OS=Rattus norvegicus GN=Hpx PE=1 SV=3 - [HEMO_RAT],0.135702687,-0.901490608,-0.510517808,0.012233708,-0.643972766,-0.446962267,11
Q63686,Cyclin-dependent kinase 16 OS=Rattus norvegicus GN=Cdk16 PE=1 SV=1 - [CDK16_RAT],-0.29253431,0.065802058,-0.510517808,-0.231096638,0.366192213,-0.454430938,4
P62161,Calmodulin OS=Rattus norvegicus GN=Calm1 PE=1 SV=2 - [CALM_RAT],NA,NA,NA,-0.159432628,-0.352083498,-0.479609501,2
Q09073,ADP/ATP translocase 2 OS=Rattus norvegicus GN=Slc25a5 PE=1 SV=3 - [ADT2_RAT],-0.243372159,-0.40354186,-0.300471707,0.188910654,-0.445510362,-0.479609501,9
P10760,Adenosylhomocysteinase OS=Rattus norvegicus GN=Ahcy PE=1 SV=3 - [SAHH_RAT],0,-0.672695873,-0.277318632,-0.3968219,-0.727978742,-0.479609501,8
Q01992,Mitochondrial intermediate peptidase OS=Rattus norvegicus GN=Mipep PE=1 SV=1 - [MIPEP_RAT],NA,NA,NA,-0.320320146,-0.387023123,-0.487249563,2
Q5U1Z2,Trafficking protein particle complex subunit 3 OS=Rattus norvegicus GN=Trappc3 PE=2 SV=1 - [TPPC3_RAT],0.03906012,-0.013528385,0.010621116,-0.28567648,0.054896732,-0.523448112,5
Q6PDU1,Serine/arginine-rich splicing factor 2 OS=Rattus norvegicus GN=Srsf2 PE=1 SV=3 - [SRSF2_RAT],-0.183131607,-0.400999666,-0.370715168,-0.221515136,-0.430350555,-0.531324537,10
Q9QZA6,CD151 antigen OS=Rattus norvegicus GN=Cd151 PE=1 SV=2 - [CD151_RAT],-0.147062352,-0.01449957,-0.541214605,-0.208612624,-0.033015057,-0.547207579,3
Q71TY3,40S ribosomal protein S27 OS=Rattus norvegicus GN=Rps27 PE=1 SV=3 - [RS27_RAT],-0.054209861,0.11725175,-0.364602045,-0.30723109,-0.058039081,-0.561922259,6
Q9WTV5,26S proteasome non-ATPase regulatory subunit 9 OS=Rattus norvegicus GN=Psmd9 PE=1 SV=1 - [PSMD9_RAT],-0.099889232,-0.64686494,-0.661583782,0.05903409,-0.615117904,-0.568660688,14
P40615,H/ACA ribonucleoprotein complex subunit 4 OS=Rattus norvegicus GN=Dkc1 PE=1 SV=4 - [DKC1_RAT],0.153610691,-0.10159814,-0.008315268,0.206762862,-0.703473778,-0.613941568,4
Q9ESS6,Basal cell adhesion molecule OS=Rattus norvegicus GN=Bcam PE=2 SV=1 - [BCAM_RAT],-0.006199816,-0.596550475,-0.55681146,-0.137386522,-0.771890241,-0.619528003,12
Q63531,Ribosomal protein S6 kinase alpha-1 OS=Rattus norvegicus GN=Rps6ka1 PE=1 SV=1 - [KS6A1_RAT],0.033026254,-0.070966521,-0.263034406,-0.108716434,-0.444240943,-0.67516031,7
Q9JIX3,Bis(5'-adenosyl)-triphosphatase OS=Rattus norvegicus GN=Fhit PE=1 SV=1 - [FHIT_RAT],-0.128007612,-0.871266686,-0.83033824,0.146199595,-0.724892762,-0.783866569,12
Q68FR9,Elongation factor 1-delta OS=Rattus norvegicus GN=Eef1d PE=1 SV=2 - [EF1D_RAT],0.990690256,0.999519021,-1.296102108,0.899147398,0.899598103,-1.131504783,3
Q63638,Striated muscle-specific serine/threonine-protein kinase OS=Rattus norvegicus GN=Speg PE=1 SV=2 - [SPEG_RAT],0.485957002,1.768925336,1.787934717,NA,NA,NA,2
B2GV38,Ubiquitin-like protein 4A OS=Rattus norvegicus GN=Ubl4a PE=2 SV=1 - [UBL4A_RAT],0.334248367,0.282143229,0.501245641,NA,NA,NA,2
Q07014-2,Isoform LYN B of Tyrosine-protein kinase Lyn OS=Rattus norvegicus GN=Lyn - [LYN_RAT],0.15249793,0.262232686,0.3551811,NA,NA,NA,2
P28480,T-complex protein 1 subunit alpha OS=Rattus norvegicus GN=Tcp1 PE=1 SV=1 - [TCPA_RAT],0.080605011,0.549915554,0.354254811,NA,NA,NA,2
Q9Z269,Vesicle-associated membrane protein-associated protein B OS=Rattus norvegicus GN=Vapb PE=1 SV=3 - [VAPB_RAT],0.197431677,0.514669349,0.278155693,NA,NA,NA,2
P60901,Proteasome subunit alpha type-6 OS=Rattus norvegicus GN=Psma6 PE=1 SV=1 - [PSA6_RAT],0.187687358,0.101201825,0.275222391,NA,NA,NA,2
B5DFN3,Ubiquinol-cytochrome-c reductase complex assembly factor 2 OS=Rattus norvegicus GN=Uqcc2 PE=2 SV=1 - [UQCC2_RAT],0.006173287,0.06672068,0.255513136,NA,NA,NA,3
O35413,Sorbin and SH3 domain-containing protein 2 OS=Rattus norvegicus GN=Sorbs2 PE=1 SV=2 - [SRBS2_RAT],0.144684475,0.530070742,0.241554678,NA,NA,NA,2
P21533,60S ribosomal protein L6 OS=Rattus norvegicus GN=Rpl6 PE=1 SV=5 - [RL6_RAT],0.127797489,0.160920188,0.241554678,NA,NA,NA,2
Q7TQ94,Nitrilase homolog 1 OS=Rattus norvegicus GN=Nit1 PE=2 SV=1 - [NIT1_RAT],0.227333163,0.143611102,0.207082461,NA,NA,NA,2
P17475,Alpha-1-antiproteinase OS=Rattus norvegicus GN=Serpina1 PE=1 SV=2 - [A1AT_RAT],0.113000487,-0.01449957,0.186413124,NA,NA,NA,2
Q7TPB1,T-complex protein 1 subunit delta OS=Rattus norvegicus GN=Cct4 PE=1 SV=3 - [TCPD_RAT],0.109564134,0.23878686,0.180154134,NA,NA,NA,2
Q5EB77,Ras-related protein Rab-18 OS=Rattus norvegicus GN=Rab18 PE=2 SV=1 - [RAB18_RAT],-0.032533964,0.229792982,0.180154134,NA,NA,NA,2
Q09137,5'-AMP-activated protein kinase catalytic subunit alpha-2 OS=Rattus norvegicus GN=Prkaa2 PE=1 SV=1 - [AAPK2_RAT],0.062946345,0.223216583,0.173867871,NA,NA,NA,4
Q1JU68,Eukaryotic translation initiation factor 3 subunit A OS=Rattus norvegicus GN=Eif3a PE=2 SV=2 - [EIF3A_RAT],0.171299128,0.324234562,0.168608313,NA,NA,NA,3
P51868,Calsequestrin-2 OS=Rattus norvegicus GN=Casq2 PE=1 SV=2 - [CASQ2_RAT],0.118709616,0.199960201,0.147376215,NA,NA,NA,2
A2VD12,Pre-B-cell leukemia transcription factor-interacting protein 1 OS=Rattus norvegicus GN=Pbxip1 PE=1 SV=1 - [PBIP1_RAT],0.080605011,0.135753742,0.127996438,NA,NA,NA,2
Q62930,Complement component C9 OS=Rattus norvegicus GN=C9 PE=2 SV=1 - [CO9_RAT],-0.037604954,-0.077041036,0.113836237,NA,NA,NA,2
P12368,cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Rattus norvegicus GN=Prkar2a PE=1 SV=3 - [KAP2_RAT],0.03544283,0.13837762,0.089551585,NA,NA,NA,2
Q6AYD3,Proliferation-associated protein 2G4 OS=Rattus norvegicus GN=Pa2g4 PE=1 SV=1 - [PA2G4_RAT],-0.080134998,-0.064917477,0.077254226,NA,NA,NA,2
P13471,40S ribosomal protein S14 OS=Rattus norvegicus GN=Rps14 PE=2 SV=3 - [RS14_RAT],0.028180927,-0.117161344,0.072756342,NA,NA,NA,2
P24049,60S ribosomal protein L17 OS=Rattus norvegicus GN=Rpl17 PE=2 SV=3 - [RL17_RAT],-0.115889711,0.093109404,0.064851144,NA,NA,NA,3
P10959,Carboxylesterase 1C OS=Rattus norvegicus GN=Ces1c PE=1 SV=3 - [EST1C_RAT],-0.038875491,0.064882852,0.046617789,NA,NA,NA,2
Q62736,Non-muscle caldesmon OS=Rattus norvegicus GN=Cald1 PE=1 SV=1 - [CALD1_RAT],-0.08275332,0.07404867,0.023497181,NA,NA,NA,3
Q5HZY0,UBX domain-containing protein 4 OS=Rattus norvegicus GN=Ubxn4 PE=1 SV=1 - [UBXN4_RAT],-0.184537058,-0.139235797,0.014144182,NA,NA,NA,2
Q9R080-2,Isoform 2 of G-protein-signaling modulator 1 OS=Rattus norvegicus GN=Gpsm1 - [GPSM1_RAT],0.026967048,-0.120294234,0.010621116,NA,NA,NA,2
P63174,60S ribosomal protein L38 OS=Rattus norvegicus GN=Rpl38 PE=1 SV=2 - [RL38_RAT],-0.181727524,-0.086201035,0.005910271,NA,NA,NA,2
P07632,Superoxide dismutase [Cu-Zn] OS=Rattus norvegicus GN=Sod1 PE=1 SV=2 - [SODC_RAT],-0.119917712,-0.047914981,-0.017877491,NA,NA,NA,2
P62634,Cellular nucleic acid-binding protein OS=Rattus norvegicus GN=Cnbp PE=2 SV=1 - [CNBP_RAT],-0.055495113,-0.272297327,-0.019077237,NA,NA,NA,2
Q8K1Q0,Glycylpeptide N-tetradecanoyltransferase 1 OS=Rattus norvegicus GN=Nmt1 PE=1 SV=1 - [NMT1_RAT],-0.024960744,-0.036032731,-0.062946345,NA,NA,NA,2
P62755,40S ribosomal protein S6 OS=Rattus norvegicus GN=Rps6 PE=1 SV=1 - [RS6_RAT],0.074742772,-0.196497403,-0.062946345,NA,NA,NA,2
O08662,Phosphatidylinositol 4-kinase alpha OS=Rattus norvegicus GN=Pi4ka PE=1 SV=2 - [PI4KA_RAT],-0.134784022,-0.054891758,-0.070389328,NA,NA,NA,2
Q9QUL6,Vesicle-fusing ATPase OS=Rattus norvegicus GN=Nsf PE=1 SV=1 - [NSF_RAT],-0.054209861,-0.227692025,-0.074125269,NA,NA,NA,2
P51647,Retinal dehydrogenase 1 OS=Rattus norvegicus GN=Aldh1a1 PE=1 SV=3 - [AL1A1_RAT],0.087608399,-0.200912694,-0.095480309,NA,NA,NA,2
Q5XI81,Fragile X mental retardation syndrome-related protein 1 OS=Rattus norvegicus GN=Fxr1 PE=1 SV=1 - [FXR1_RAT],-0.013674937,0.220742684,-0.099281879,NA,NA,NA,2
Q921A4,Cytoglobin OS=Rattus norvegicus GN=Cygb PE=1 SV=1 - [CYGB_RAT],0.086443526,-0.043943348,-0.126177106,NA,NA,NA,2
P11730-3,Isoform C of Calcium/calmodulin-dependent protein kinase type II subunit gamma OS=Rattus norvegicus GN=Camk2g - [KCC2G_RAT],-0.052925753,-0.148800661,-0.152266335,NA,NA,NA,2
